team_id,team_name,team_url,conference_id,conference,division,year,season_id
140,Cincinnati,/team/140/15860,823,AAC,1,2022,15860
196,East Carolina,/team/196/15860,823,AAC,1,2022,15860
288,Houston,/team/288/15860,823,AAC,1,2022,15860
404,Memphis,/team/404/15860,823,AAC,1,2022,15860
651,South Fla.,/team/651/15860,823,AAC,1,2022,15860
718,Tulane,/team/718/15860,823,AAC,1,2022,15860
128,UCF,/team/128/15860,823,AAC,1,2022,15860
782,Wichita St.,/team/782/15860,823,AAC,1,2022,15860
67,Boston College,/team/67/15860,821,ACC,1,2022,15860
147,Clemson,/team/147/15860,821,ACC,1,2022,15860
193,Duke,/team/193/15860,821,ACC,1,2022,15860
234,Florida St.,/team/234/15860,821,ACC,1,2022,15860
255,Georgia Tech,/team/255/15860,821,ACC,1,2022,15860
367,Louisville,/team/367/15860,821,ACC,1,2022,15860
415,Miami (FL),/team/415/15860,821,ACC,1,2022,15860
490,NC State,/team/490/15860,821,ACC,1,2022,15860
457,North Carolina,/team/457/15860,821,ACC,1,2022,15860
513,Notre Dame,/team/513/15860,821,ACC,1,2022,15860
545,Pittsburgh,/team/545/15860,821,ACC,1,2022,15860
746,Virginia,/team/746/15860,821,ACC,1,2022,15860
742,Virginia Tech,/team/742/15860,821,ACC,1,2022,15860
749,Wake Forest,/team/749/15860,821,ACC,1,2022,15860
52,Bellarmine,/team/52/15860,920,ASUN,1,2022,15860
1004,Central Ark.,/team/1004/15860,920,ASUN,1,2022,15860
202,Eastern Ky.,/team/202/15860,920,ASUN,1,2022,15860
28755,FGCU,/team/28755/15860,920,ASUN,1,2022,15860
316,Jacksonville,/team/316/15860,920,ASUN,1,2022,15860
315,Jacksonville St.,/team/315/15860,920,ASUN,1,2022,15860
1157,Kennesaw St.,/team/1157/15860,920,ASUN,1,2022,15860
355,Liberty,/team/355/15860,920,ASUN,1,2022,15860
28600,Lipscomb,/team/28600/15860,920,ASUN,1,2022,15860
487,North Ala.,/team/487/15860,920,ASUN,1,2022,15860
2711,North Florida,/team/2711/15860,920,ASUN,1,2022,15860
678,Stetson,/team/678/15860,920,ASUN,1,2022,15860
62,Binghamton,/team/62/15860,845,America East,1,2022,15860
272,Hartford,/team/272/15860,845,America East,1,2022,15860
380,Maine,/team/380/15860,845,America East,1,2022,15860
471,NJIT,/team/471/15860,845,America East,1,2022,15860
683,Stony Brook,/team/683/15860,845,America East,1,2022,15860
14,UAlbany,/team/14/15860,845,America East,1,2022,15860
391,UMBC,/team/391/15860,845,America East,1,2022,15860
368,UMass Lowell,/team/368/15860,845,America East,1,2022,15860
173,Davidson,/team/173/15860,820,Atlantic 10,1,2022,15860
175,Dayton,/team/175/15860,820,Atlantic 10,1,2022,15860
236,Fordham,/team/236/15860,820,Atlantic 10,1,2022,15860
248,George Mason,/team/248/15860,820,Atlantic 10,1,2022,15860
249,George Washington,/team/249/15860,820,Atlantic 10,1,2022,15860
400,Massachusetts,/team/400/15860,820,Atlantic 10,1,2022,15860
572,Rhode Island,/team/572/15860,820,Atlantic 10,1,2022,15860
575,Richmond,/team/575/15860,820,Atlantic 10,1,2022,15860
606,Saint Joseph's,/team/606/15860,820,Atlantic 10,1,2022,15860
609,Saint Louis,/team/609/15860,820,Atlantic 10,1,2022,15860
596,St. Bonaventure,/team/596/15860,820,Atlantic 10,1,2022,15860
740,VCU,/team/740/15860,820,Atlantic 10,1,2022,15860
51,Baylor,/team/51/15860,25354,Big 12,1,2022,15860
328,Kansas,/team/328/15860,25354,Big 12,1,2022,15860
327,Kansas St.,/team/327/15860,25354,Big 12,1,2022,15860
522,Oklahoma,/team/522/15860,25354,Big 12,1,2022,15860
521,Oklahoma St.,/team/521/15860,25354,Big 12,1,2022,15860
698,TCU,/team/698/15860,25354,Big 12,1,2022,15860
703,Texas,/team/703/15860,25354,Big 12,1,2022,15860
700,Texas Tech,/team/700/15860,25354,Big 12,1,2022,15860
768,West Virginia,/team/768/15860,25354,Big 12,1,2022,15860
87,Butler,/team/87/15860,30184,Big East,1,2022,15860
169,Creighton,/team/169/15860,30184,Big East,1,2022,15860
251,Georgetown,/team/251/15860,30184,Big East,1,2022,15860
635,Seton Hall,/team/635/15860,30184,Big East,1,2022,15860
603,St. John's (NY),/team/603/15860,30184,Big East,1,2022,15860
164,UConn,/team/164/15860,30184,Big East,1,2022,15860
739,Villanova,/team/739/15860,30184,Big East,1,2022,15860
812,Xavier,/team/812/15860,30184,Big East,1,2022,15860
115,Campbell,/team/115/15860,826,Big South,1,2022,15860
48,Charleston So.,/team/48/15860,826,Big South,1,2022,15860
1092,Gardner-Webb,/team/1092/15860,826,Big South,1,2022,15860
19651,High Point,/team/19651/15860,826,Big South,1,2022,15860
363,Longwood,/team/363/15860,826,Big South,1,2022,15860
488,N.C. A&T,/team/488/15860,826,Big South,1,2022,15860
1320,Presbyterian,/team/1320/15860,826,Big South,1,2022,15860
563,Radford,/team/563/15860,826,Big South,1,2022,15860
456,UNC Asheville,/team/456/15860,826,Big South,1,2022,15860
10411,USC Upstate,/team/10411/15860,826,Big South,1,2022,15860
792,Winthrop,/team/792/15860,826,Big South,1,2022,15860
301,Illinois,/team/301/15860,827,Big Ten,1,2022,15860
306,Indiana,/team/306/15860,827,Big Ten,1,2022,15860
312,Iowa,/team/312/15860,827,Big Ten,1,2022,15860
392,Maryland,/team/392/15860,827,Big Ten,1,2022,15860
418,Michigan,/team/418/15860,827,Big Ten,1,2022,15860
416,Michigan St.,/team/416/15860,827,Big Ten,1,2022,15860
428,Minnesota,/team/428/15860,827,Big Ten,1,2022,15860
463,Nebraska,/team/463/15860,827,Big Ten,1,2022,15860
509,Northwestern,/team/509/15860,827,Big Ten,1,2022,15860
518,Ohio St.,/team/518/15860,827,Big Ten,1,2022,15860
539,Penn St.,/team/539/15860,827,Big Ten,1,2022,15860
559,Purdue,/team/559/15860,827,Big Ten,1,2022,15860
587,Rutgers,/team/587/15860,827,Big Ten,1,2022,15860
94,CSU Bakersfield,/team/94/15860,904,Big West,1,2022,15860
101,CSUN,/team/101/15860,904,Big West,1,2022,15860
90,Cal Poly,/team/90/15860,904,Big West,1,2022,15860
97,Cal St. Fullerton,/team/97/15860,904,Big West,1,2022,15860
277,Hawaii,/team/277/15860,904,Big West,1,2022,15860
99,Long Beach St.,/team/99/15860,904,Big West,1,2022,15860
108,UC Davis,/team/108/15860,904,Big West,1,2022,15860
109,UC Irvine,/team/109/15860,904,Big West,1,2022,15860
111,UC Riverside,/team/111/15860,904,Big West,1,2022,15860
112,UC San Diego,/team/112/15860,904,Big West,1,2022,15860
104,UC Santa Barbara,/team/104/15860,904,Big West,1,2022,15860
1014,Col. of Charleston,/team/1014/15860,837,CAA,1,2022,15860
180,Delaware,/team/180/15860,837,CAA,1,2022,15860
1068,Elon,/team/1068/15860,837,CAA,1,2022,15860
283,Hofstra,/team/283/15860,837,CAA,1,2022,15860
317,James Madison,/team/317/15860,837,CAA,1,2022,15860
500,Northeastern,/team/500/15860,837,CAA,1,2022,15860
711,Towson,/team/711/15860,837,CAA,1,2022,15860
460,UNCW,/team/460/15860,837,CAA,1,2022,15860
786,William & Mary,/team/786/15860,837,CAA,1,2022,15860
458,Charlotte,/team/458/15860,24312,CUSA,1,2022,15860
231,FIU,/team/231/15860,24312,CUSA,1,2022,15860
229,Fla. Atlantic,/team/229/15860,24312,CUSA,1,2022,15860
366,Louisiana Tech,/team/366/15860,24312,CUSA,1,2022,15860
388,Marshall,/team/388/15860,24312,CUSA,1,2022,15860
419,Middle Tenn.,/team/419/15860,24312,CUSA,1,2022,15860
523,Old Dominion,/team/523/15860,24312,CUSA,1,2022,15860
574,Rice,/team/574/15860,24312,CUSA,1,2022,15860
664,Southern Miss.,/team/664/15860,24312,CUSA,1,2022,15860
9,UAB,/team/9/15860,24312,CUSA,1,2022,15860
